Time,Sus Amount
0,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
8,0
9,0
10,0
11,0
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,2
29,2
30,2
31,2
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,3
51,3
52,3
53,3
54,3
55,3
56,3
57,3
58,3
59,3
60,3
62,3
63,3
64,3
65,3
66,3
67,3
68,3
69,3
70,3
71,3
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,3
80,3
81,3
82,3
83,3
84,3
85,3
86,3
87,3
88,3
89,3
90,3
91,3
92,3
93,3
94,3
95,3
96,3
97,3
98,3
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,3
117,3
118,3
119,6
120,6
121,6
122,6
123,6
124,6
125,6
126,6
127,6
128,6
129,6
130,6
131,6
132,6
133,6
134,6
135,6
136,6
137,6
138,6
139,6
140,6
141,6
142,6
143,6
144,7
145,8
146,8
147,8
148,8
149,8
150,8
151,8
152,8
153,8
154,8
155,8
156,8
157,8
158,8
159,8
160,8
161,8
162,8
163,8
164,8
165,8
166,8
167,8
168,8
169,9
170,9
171,9
172,9
173,9
174,9
175,9
176,9
177,9
178,9
179,9
180,10
181,10
182,10
183,11
184,11
185,11
186,11
187,11
188,11
189,12
190,12
191,12
192,12
193,12
194,12
195,12
196,12
197,12
198,12
199,12
200,13
201,13
202,10
203,10
204,10
205,10
206,10
207,10
208,10
209,10
210,10
211,10
212,10
213,10
214,10
215,10
216,10
217,10
218,10
219,10
220,10
221,10
222,10
223,10
224,10
225,10
226,10
227,10
228,10
229,10
230,10
231,10
232,10
233,10
234,10
235,10
236,10
237,10
238,10
239,10
240,10
241,10
242,10
243,10
244,10
245,10
246,7
247,7
248,7
249,7
250,7
251,7
252,7
253,7
254,7
255,7
256,7
257,7
258,7
259,7
260,7
261,7
262,7
263,7
264,7
265,7
266,7
267,7
268,7
269,7
270,7
271,7
272,7
273,7
274,7
275,7
276,7
277,7
278,7
279,7
280,7
281,7
282,7
283,7
284,7
285,7
286,7
287,7
288,7
289,7
290,7
291,7
292,7
293,7
294,7
295,7
296,7
297,7
298,7
299,7
300,7
301,7
302,7
